recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,-1.881820003875646,-3.5424923014267446,-2.9110087803690234,1.325606286661784,-3.2745046355807883,-1.0335789518763154,-2.591228940041445,-3.0101294349960206,-3.6559384849882397,-2.298056414960591,-3.4518989521838077,-3.459338903394606,1.7715923606047865,-3.558869418623458,-2.4269680376261076,-3.1731663490256117,-3.4974753646053154,-3.1188603021811536,-1.0685262094249488,-3.6190536146975796,-1.8540950016148319,-3.487649699052175,-2.50311488457125,-1.952734600486168
003bc2cb2,-6.917669518358268,-2.6180567149691742,-4.641279574318263,0.2646380579473241,-5.0413392378726325,-4.753403293207693,-4.581867139828223,-3.1940922362537743,-5.963006549351697,-3.246697055377839,-3.078788851049854,-4.063294379501035,-4.014499757141232,-4.580144576689513,-3.986634857139226,-4.887314718370407,6.574595025539435,-2.8834498414090692,-5.955295892740332,-4.631424542315014,-3.457928619550421,-6.891040054957073,-4.559079270172816,-4.413894677548067
0061c037e,-3.40094351808884,-4.010113043734915,-2.3312751113015047,-0.5905053878630321,-4.611578297969244,-0.15584846499907234,-2.9564906577844696,-0.521209300318988,-5.187777449648011,-2.4054109852217684,-0.7773664194626924,-1.6898899770722617,-3.8437058214817235,-3.9680644791663706,-3.110654266183893,-1.2289569336503328,-3.529724398994408,-1.8124454657231759,-4.149861538514361,-2.513687416259838,-1.0830937555077076,-6.1960829099019366,-1.2084243734275302,-0.6981672081132946
010eb14d3,3.988959993718219,-4.161405038869033,-5.7295615015260974,-3.363883510835979,-4.6386840964335905,-4.365042873115735,-5.413093357472672,-6.461936470239486,0.6058411703381883,-4.3117516925865305,-6.049995763318087,-6.77036801783577,-3.4033479610824635,-5.305273722287502,-5.251919289287713,-6.453109462960791,-7.151361594914325,-7.533327938153887,-0.6297829300348462,-5.162215838923626,-6.419141554715405,-6.744406318664551,-4.942256565288046,-4.159937795174033
011318064,-3.5278439767407517,-3.163960033761166,-3.232694944142237,0.81971707534036,-3.535890740436421,-2.1319745231508676,-3.330449825951281,-2.4062969476513,-4.0875079437831765,-3.081224719321709,-4.056323690975634,-3.2667015804852415,-2.3896526241030083,-2.699176664389465,2.9605857386329646,1.5292110447436607,-3.06778415703612,-3.1609606112716864,-1.3788389141425592,-4.324499413920566,-3.1408241574981055,-4.211997175216674,-3.2772738103234715,-3.0634239264103478
01307e693,-5.593937289027997,-2.652176902991568,-4.132495013461111,1.349740270056076,-4.006290662796706,-3.2734300382872368,-4.108012411228029,2.057036621899001,-5.53335496197659,-2.242831711366848,-2.976493486060655,-1.566739507172224,-2.7477984484848585,-3.0131765713891743,-2.825907967780519,2.635259763459999,-1.6325928831308014,-1.9649003865709895,-4.3745852529344145,-4.230569039324588,-2.727628228873302,-5.659569406509399,-2.6122548788164206,-1.2706598511327472
013bd8b85,-2.8077153768855743,-3.4328923562159903,-3.4593525181726994,0.6156863947007337,-2.623439573241863,-1.6578179448249006,-4.589309487469293,-2.7806954419230965,-2.969087661315007,0.232663609095385,-4.653108067515641,-4.5464351551264475,3.0801916645494445,0.6943405139130469,-2.8087814688249964,-2.314196475909257,-3.9188580344796478,-4.375282298605638,-0.05328487525341612,-4.465965818152076,-4.2855164269882655,-3.3234994729359943,-3.1249786974754947,-2.6221030866127526
01812f522,-6.388795753919814,-2.6902349379429227,-5.189448089308382,0.016655796087007513,-4.827056287148222,-5.040431078523794,-5.2302354406718905,-2.0056782482015034,-6.024619894078713,-1.0368736769449614,-3.65347983356191,-3.210529755803444,-3.8022150691483008,-4.269617673184706,-4.764842964788926,-4.880296712654625,0.8587960284313632,3.681833782376063,-5.676829315753445,-4.4762770258046345,1.4830004623627477,-7.294918727874756,-4.547832577602673,-2.9658000431875324
019db5220,-1.9724810389477276,-4.40173408477193,-3.824989873437793,0.3787208725920201,-3.3372825689252075,3.69022348270607,-4.62895401379045,-2.5331964180655384,-4.010332248452974,-3.272255128950029,-3.6861539206036475,-4.113134967893275,-0.4951816104413195,-3.308987531058258,-3.583207762403621,-4.17153447031417,-4.93329972612273,-4.562292344558803,-0.10239243867032816,-4.5894726510655515,-4.50821703496338,-4.761921437581379,-0.7416749784785795,6.492222783005834
01bd97dd6,-1.47814730498006,-3.6234407842005947,-2.6494940259696067,0.7887604899705728,-1.5209546585645584,-1.9525745413302786,-3.5319812289311368,-2.3802329381955203,-3.075085982800807,-2.307883921459353,-3.083411779433488,-3.378572200840459,1.099584899125142,-2.497860659948558,-2.6643943119723374,-3.9843471640389905,-3.6079029585911035,-3.138791807221794,-0.7043548292682321,-3.7810984994558763,-3.659671278200354,-3.2591773509979247,-2.7656143352070712,-1.330023500877707
