recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,0.2344004325526825,0.2482954694334034,0.21954448553379266,0.8303280000000001,0.19243591686721562,0.2205251237910868,0.13541080370073735,0.21104938533635154,0.15127033105839277,0.2035133265293599,0.12138082242931901,0.20009703649176663,0.6216210911432258,0.19677311133380404,0.27967394176737453,0.2656427284397922,0.19397190888831026,0.13540721809423267,0.6810612220326422,0.12324858736478118,0.16806674123781012,0.23976810225431128,0.17093591898276125,0.202815393679107
003bc2cb2,0.13530175063309188,0.28582057779115044,0.17559434539662586,0.80488527,0.18171049998652017,0.11271539085941361,0.10476669880146655,0.14349430285630316,0.12718932917402376,0.12270690477407396,0.11811538399333352,0.17535837257508452,0.18622866690016254,0.15432284489905174,0.2188991281142419,0.15058567760479863,0.9754302873612932,0.12782027376039118,0.2736479910809086,0.10482858405349041,0.1047070689000042,0.2342112376892909,0.12530935363490708,0.10413603628295146
0061c037e,0.2872508986529414,0.27781698247000747,0.21680500561490618,0.5819059,0.20323228694382695,0.25789006622245875,0.18065233809373432,0.4298415749882387,0.1893522184672849,0.21765180805234616,0.21532723326153874,0.3156795950945884,0.20718765081016743,0.21431101109941103,0.24494549629958529,0.20847406255023532,0.21038745346084298,0.2630745013574798,0.32466640430742666,0.18280326025368826,0.42118906657624305,0.26640170546730385,0.2138139825681838,0.32995474824101984
010eb14d3,0.9706968378947278,0.16496028885980674,0.14346320715244298,0.21428671,0.13517164191456427,0.1316674872581281,0.0958301151125028,0.09429065239776868,0.7062927189961854,0.10586650045695983,0.09630105012120488,0.10557111865936639,0.16414297431943795,0.13601818610633992,0.13556329466189188,0.10247122484751225,0.1252408571285849,0.07189616745892122,0.6266187518101924,0.08992184968420064,0.09894387757131706,0.2308901006857851,0.09353706282242404,0.11761223406827334
011318064,0.1667788476756652,0.31174623923817224,0.18471366405910516,0.78659403,0.18836352713065818,0.1461299821378939,0.14869778624527896,0.21234015205227105,0.12876465926976205,0.15038516629939946,0.1065580536328648,0.19669422546809243,0.1744522477285933,0.18475350841961877,0.9254112508451446,0.6455296325087698,0.18063677693059282,0.11618782453605606,0.5561005015909262,0.11053295864724011,0.13490887134723534,0.2663156375278014,0.12340183092596341,0.117129728089689
01307e693,0.1307166603858158,0.3177372165440118,0.18508194452286586,0.89317346,0.16294443404114106,0.14206807297867952,0.17606776585814748,0.8553681315207159,0.12397952037977622,0.16677577973879662,0.13341614288506543,0.33389671234799606,0.24500656254402708,0.2138545312081349,0.246168405634212,0.8721779090588839,0.2115985356931172,0.2157189240491415,0.3240154030572673,0.12305061060289324,0.1824937885693036,0.22337375372110432,0.16608186985089338,0.1946338212533125
013bd8b85,0.17427884470684968,0.2243829810656035,0.19355682908837796,0.8163804,0.22246787947975105,0.21478188061632164,0.10573610744686002,0.19143603817004134,0.15144915179807816,0.1728846714138097,0.11511909483611975,0.16444820700885798,0.9544103330482415,0.36772802504186475,0.24343916195053159,0.1628755229071609,0.16524602942454783,0.0986895597736108,0.7047633649922336,0.10762012366876982,0.14006021610551506,0.25680326867903297,0.19093608785986146,0.21032613316324816
01812f522,0.13228579917059533,0.35172921547531677,0.158514853688713,0.85407144,0.18100343378931455,0.11549116670926957,0.12341177719697413,0.3014650472216048,0.11950729349716221,0.3905449511283931,0.12398049370951263,0.33167658149203355,0.2151740804777224,0.15280601014203393,0.2260560926570406,0.17056329433999967,0.6077180847966954,0.8712535126257455,0.34802731859022035,0.13347656647647954,0.4496492776560226,0.26644551493839275,0.1384502682025927,0.17467581334911453
019db5220,0.19988037137259518,0.1987444127128175,0.17449109447514538,0.7756609,0.2120117397563242,0.9485997575836187,0.10454926310252749,0.20378218261913314,0.12849512957067372,0.12897202274158726,0.1276277696575518,0.1738506094220747,0.5060918941850968,0.20029097798559625,0.1569454246229583,0.12519291403140342,0.1632495169873485,0.09188534741176126,0.6081261431362991,0.10953366881262429,0.13004192642089624,0.22339495602779463,0.4143135212110321,0.9733761014008605
01bd97dd6,0.19263133633891516,0.22386119371825136,0.2012692059512841,0.8490704,0.25458094586280705,0.18607891535782517,0.15050254123393325,0.22468592299916929,0.14410444449867554,0.17578213454772232,0.1299789570570028,0.19959965107542033,0.8540929631497189,0.1983410585261564,0.22159312221258065,0.16385803459415915,0.1818305389113443,0.154279201319123,0.5869106474456187,0.1156694216763165,0.15311435639319793,0.2670123438510579,0.16145165575374537,0.30872339980566904
