recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,-2.213833177089691,-4.608384513854981,-3.5243062019348144,2.4311429500579833,-5.242891025543213,-0.26763893067836764,-4.081365346908569,-3.541962718963623,-5.362418842315674,-2.9790242671966554,-4.71736888885498,-4.101822233200073,4.033998101949692,-4.744142961502075,-4.064383316040039,-1.751214599609375,-4.590843152999878,-4.180968570709228,-1.9529055595397948,-5.2107641220092775,-2.912112259864807,-2.0423799633979796,-2.967186975479126,-1.8107003450393677
003bc2cb2,-8.636472511291505,-3.0651516914367676,-6.728499031066894,0.07163355946540832,-6.7434852600097654,-6.979323101043701,-7.034125709533692,-3.9476491451263427,-7.481279182434082,-4.497872829437256,-3.3331127405166625,-6.258581447601318,-5.532590389251709,-6.5876165390014645,-5.260045528411865,-6.68250207901001,14.780527114868164,-5.065873336791992,-7.719552421569825,-6.7064971923828125,-4.43115644454956,-6.331706809997558,-6.910182762145996,-6.519554901123047
0061c037e,-3.875792121887207,-4.206437015533448,-3.7944690227508544,-0.7314372599124909,-4.614730358123779,0.16559727489948273,-4.074760246276855,0.2948520243167877,-5.460535907745362,-3.1912982940673826,-0.12002832889556876,-1.3375580191612244,-4.915667247772217,-4.1678520202636715,-3.4565566062927244,-1.0144856750965119,-3.7902116775512695,-2.317812705039978,-4.726126432418823,-3.60080509185791,-1.673401689529419,-3.178333568572998,-1.4671245217323303,-0.4771159291267396
010eb14d3,7.540061187744141,-5.208372497558594,-6.609417724609375,-4.482535171508789,-6.749604225158691,-6.224247932434082,-8.155409049987792,-8.097067737579346,2.5408056020736693,-6.167467975616455,-7.281584167480469,-7.792722415924072,-4.477315998077392,-6.753970336914063,-6.139821338653564,-6.634496402740479,-7.303006267547607,-8.229022884368897,-0.7548743665218351,-6.923470878601075,-8.583361339569091,-6.4775289535522464,-6.7110990524292,-5.747523498535156
011318064,-4.9483226299285885,-4.323511171340942,-4.5122480392456055,0.8934305310249329,-4.595112276077271,-1.8790246725082398,-5.359168434143067,-2.380546236038208,-5.877202320098877,-4.73199872970581,-5.868170642852784,-3.9855807781219483,-4.414612197875977,-3.9321926116943358,7.355857276916504,4.25583062171936,-4.903798389434814,-4.764179801940918,-1.2647428393363953,-5.953994178771973,-4.444235467910767,-4.301451683044434,-4.6751690864562985,-4.425813961029053
01307e693,-6.787744808197021,-2.690645182132721,-5.564404106140136,2.6352920055389406,-4.522590661048889,-4.339018726348877,-5.621621227264404,3.8566311836242675,-6.731655025482178,-3.7389482975006105,-3.602507781982422,-1.9964752912521362,-3.3535953521728517,-4.024852323532104,-3.0019567728042604,6.700397205352783,-2.8987969875335695,-3.038862419128418,-4.921002960205078,-5.802073764801025,-3.835749101638794,-3.9464678287506105,-2.952731895446777,-2.34595205783844
013bd8b85,-3.8922980308532713,-5.466355991363526,-5.082733058929444,1.0658870726823806,-3.0979240417480467,-2.4087218046188354,-7.084205627441406,-3.763231611251831,-4.513108253479004,0.8954702377319339,-6.439349842071533,-5.731133270263672,5.805260086059571,2.056115412712097,-4.04904203414917,-3.852451705932617,-6.383579540252685,-6.556393814086914,1.4966953933238982,-6.635951995849609,-6.659435749053955,-2.9521811246871947,-4.47702054977417,-4.046532392501831
01812f522,-7.638105869293213,-4.668068981170654,-7.0997467041015625,0.019349694252014115,-6.621612644195556,-8.564281463623047,-7.467472553253174,-4.031931209564209,-8.373382377624512,-2.3248319149017336,-4.899576234817505,-4.926482009887695,-4.2584888458251955,-7.0734052658081055,-6.497770977020264,-6.793736362457276,0.8557066917419436,9.995907497406005,-6.66958589553833,-5.6548384666442875,2.8796085476875306,-7.140786075592041,-7.40689115524292,-4.880905628204346
019db5220,-3.8000598907470704,-6.513326358795166,-5.976297664642334,0.4786760926246643,-4.760516214370727,8.47058401107788,-7.455826663970948,-4.499094438552857,-5.769606494903565,-4.788273096084595,-6.003182506561279,-6.396983528137207,-1.107888650894165,-3.8957380771636965,-6.6358624458312985,-5.69949197769165,-7.526551818847656,-7.720256996154785,-0.12229212522506705,-7.2305042266845705,-6.912644290924073,-4.597271919250488,-1.0086769938468934,14.805750465393066
01bd97dd6,-2.029409146308899,-4.639747619628906,-4.163635778427124,1.122656637430191,-2.297756385803223,-2.183499401807785,-5.7111976623535154,-3.6768117189407348,-3.902848243713379,-3.2040428161621093,-4.743635272979736,-4.60768690109253,2.8153126716613768,-2.9188125133514404,-4.135077381134034,-4.48413052558899,-4.9297185897827145,-4.937910032272339,-1.1239568829536437,-6.107969951629639,-5.310447072982788,-2.921736812591553,-3.852871465682983,-2.2298510551452635
01d36def5,-3.2401103019714355,-5.519714736938477,-4.060583400726318,-1.399768328666687,-5.2477538108825685,2.965620604157448,-4.06910195350647,0.7405793726444245,-5.50728702545166,-3.3847770214080812,-0.9840950250625611,-3.315081071853638,-4.368545866012573,-6.285500526428223,-4.337023019790649,-4.524913167953491,-4.4635144710540775,-4.679938793182373,-4.037018299102783,-4.045760822296143,-3.3086180686950684,-5.691171264648437,-2.0292041897773743,-1.5964913725852967
01fefebcb,-4.244453096389771,-5.186834669113159,-4.270330905914307,4.249502325057984,-5.257675266265869,0.17109219431877137,-5.491335391998291,-2.209904909133911,-5.17189588546753,-3.131744647026062,-5.527876949310302,-3.8623306274414064,0.4090277850627899,-4.828529357910156,0.08114883899688712,-2.720306968688965,-4.781789112091064,-5.746068000793457,0.16511964201927182,-5.668465042114258,-4.44362096786499,-5.143199253082275,-3.838957738876343,-3.731848859786987
0208fec47,-10.041871643066406,-7.629818153381348,-8.501812171936034,-0.9075767755508423,-7.742257022857666,-8.195256423950195,-6.058492660522461,0.27824264764785767,-10.615477275848388,-7.9347552299499515,-5.953936910629272,5.544691848754883,-9.768267250061035,-6.579424476623535,-4.191294765472412,7.894392204284668,-7.765382480621338,-3.539489984512329,-8.237548351287842,-5.77503080368042,-4.88605432510376,-9.057921600341796,-6.106735515594482,-5.0773046016693115
0232841d4,-7.757611083984375,-5.532640171051026,-8.14056224822998,-2.9961517333984373,-7.141972541809082,-3.7850108623504637,-8.643476295471192,-3.2461618423461913,-8.567523288726807,-7.109249305725098,-8.448791885375977,-6.291359233856201,-8.572105407714844,5.886563301086426,8.798069763183594,-5.146791934967041,-9.915578079223632,-9.255679702758789,-1.7883999466896057,-7.999276065826416,-7.96323595046997,-4.565159606933594,-7.238078594207764,-6.996133422851562
02c30604d,-6.77036304473877,-4.284455108642578,-3.8344442367553713,2.753362607955933,-5.095155715942383,-2.8149356842041016,-4.082336807250977,4.932515144348144,-6.675249195098877,-3.4600152492523195,-3.1895838260650633,-2.787101221084595,-4.455089282989502,-6.342041683197022,-3.3972302436828614,-3.4602938890457153,-1.916441309452057,-4.73092041015625,-5.550395679473877,-5.491821718215943,-3.3280211448669434,-5.158070182800293,4.204845714569092,-1.0627100944519043
02dbcc383,-4.853116893768311,-5.853093433380127,-5.676711845397949,-1.0941465556621552,-7.168102169036866,-3.9060599565505982,-9.667292213439941,-7.110225677490234,-6.732371520996094,-5.917430877685547,-8.27380542755127,-7.9300309181213375,7.458547687530517,-5.087825107574463,-9.029180335998536,-6.54943962097168,-7.774043083190918,-9.071692085266113,-3.234129619598389,-9.054934310913087,-9.011113929748536,-7.324979972839356,-4.658471298217774,-3.7314706802368165
0303dee3c,-7.183298778533936,2.238165330886841,-4.171622228622437,-1.8254379153251648,-6.180428791046142,-4.618474006652832,-6.041549777984619,-1.4290688455104827,-6.046000289916992,-5.688844776153564,-3.334277534484863,-2.907398509979248,-7.238661098480224,-5.959054660797119,7.478131198883057,-5.275974893569947,-5.31658525466919,-4.2432726383209225,-5.974635410308838,-6.079013729095459,-5.018080615997315,-3.9557888984680174,-3.5431793212890623,-4.775339031219483
034f46152,-3.603515148162842,-4.022314834594726,-0.01137080192565918,3.516642999649048,-4.726748514175415,3.9011430978775024,-4.6378191947937015,-2.6622623682022093,-5.593127155303955,-2.5816088199615477,-3.8406350135803224,-3.1682143926620485,4.732565915584564,-4.210168647766113,-4.895255851745605,-3.9862162113189696,-3.2011252880096435,-3.6609676361083983,-3.2252269268035887,-3.0486226081848145,-4.92828893661499,-5.250494956970215,-3.0557283401489257,-2.5099968910217285
037460d90,-7.517591571807861,-0.17510727047920227,-6.446170425415039,1.6483512938022613,-5.144262599945068,-6.631096649169922,-7.895116710662842,-5.067084264755249,-5.76508092880249,-4.275100135803223,-3.1308510065078736,-6.578310203552246,-3.8372382164001464,-3.7336252689361573,-5.99245319366455,-5.793614768981934,6.492168140411377,-4.42594952583313,-5.544852828979492,-6.001331233978272,-4.600440835952758,-4.6769462585449215,-6.2978442192077635,-5.752352571487426
039395460,-1.6018392324447632,-0.11430205106735229,-2.4785317182540894,1.560512912273407,-4.176686859130859,-0.920055341720581,-1.779841947555542,-1.3239873886108398,-4.944284152984619,-1.6493215322494508,-0.8633073806762696,-1.372749638557434,-3.2602861881256104,-5.22724027633667,-2.750116562843323,-3.2932026386260986,-3.488733434677124,-1.4089218139648438,-1.443645703792572,-2.7829751491546633,-1.2751904726028442,-4.746566295623779,-1.3383171439170838,-0.528467345237732
039892ae3,-4.452995347976684,-2.205035376548767,-4.988234233856201,1.4505001425743103,-6.211501789093018,-4.308127546310425,-4.366858196258545,3.683947515487671,-6.46015567779541,-2.591582643985748,-5.023025131225586,-3.358096694946289,-4.116173911094665,-5.865800762176514,-4.80738525390625,-2.30587956905365,2.558384728431702,-3.6621835231781006,-6.916409015655518,-5.055806732177734,-3.231758403778076,-6.619948482513427,-4.394372224807739,-3.4979459285736083
03a06a709,-4.249672317504883,-5.144973182678223,-3.7498674392700195,-0.37697232365608213,-4.880876159667968,-0.4346413195133209,-2.2257728457450865,-3.7484535694122316,-6.156711578369141,-1.2406078338623048,-2.5810999870300293,-2.550998902320862,-3.860060977935791,-6.732263565063477,-4.44174222946167,-4.534790802001953,-4.595451688766479,-3.995754528045654,-3.059508830308914,-4.163087034225464,-3.695389652252197,-5.566920948028565,-1.7003265261650085,-0.5686714947223664
03a9a5b2a,-0.13119191974401473,-4.971341991424561,-5.661372661590576,0.44551903009414673,-4.729668807983399,-2.6440568208694457,-7.686361408233642,-5.302527999877929,-5.418857192993164,-4.879444122314453,-6.034853172302246,-6.231071853637696,3.169486379623413,-4.385406112670898,-6.270642471313477,-5.428958797454834,-6.698441123962402,-7.343544673919678,0.7294689238071441,-7.08390998840332,-7.437306690216064,-4.287733840942383,-4.312920570373535,-1.797028911113739
03d0c7428,-1.8650925040245057,-5.188009548187256,-4.2330633163452145,2.5941779136657717,-4.609162139892578,-2.034274125099182,-5.702768993377686,-3.6829689025878904,-5.8488161087036135,-3.8205617904663085,-6.0517096519470215,-4.52403564453125,4.248394513130188,-5.083802604675293,-4.748132419586182,-3.2767345666885377,-5.4547350883483885,-4.9739480972290036,0.8504459708929062,-6.54153881072998,-6.57705774307251,-3.8746089935302734,-4.1667157173156735,-2.5931175470352175
03f5a4505,-2.6266953229904173,-4.142421436309815,-3.2900836944580076,-0.01936643198132515,-5.498208236694336,-2.399334526062012,-6.631280517578125,-4.489395570755005,-4.625761795043945,-4.000198650360107,-5.641482830047607,-5.78801851272583,8.589459323883057,-3.6626789569854736,-7.002490901947022,-4.347890186309814,-5.3250732421875,-6.917987442016601,-2.270773243904114,-5.115003633499145,-6.400495147705078,-5.649850177764892,-3.519520711898804,-0.22302021980285644
03f8931a1,-7.742259788513183,-7.095106601715088,-4.720631408691406,-0.6686278760433197,-7.114578914642334,-5.407105350494385,-4.817850875854492,4.278669023513794,-8.88165512084961,-6.172617721557617,-3.690802001953125,5.632101058959961,-7.289146041870117,-7.4818164825439455,-4.0968194007873535,-4.28985595703125,-3.856173372268677,-2.118718093633652,-8.209066104888915,-3.1326295375823974,-4.043986463546753,-8.636957454681397,-6.251023197174073,-1.3987204074859618
04053cd3e,2.3121941447257996,1.5663504898548126,-6.131407928466797,-1.5740653723478317,-3.1228988647460936,-5.460742092132568,-7.834864616394043,-7.08025894165039,-4.194809627532959,-4.493500804901123,-7.234515190124512,-7.6840996742248535,7.825435543060303,-3.935130262374878,-5.319893646240234,-5.647655963897705,-6.835740470886231,-7.841209983825683,2.727054512500763,-6.7825263977050785,-7.852189826965332,-5.08794093132019,-4.599613380432129,-4.248052406311035
040d4f0d5,-5.731610584259033,-5.181913661956787,-5.89577283859253,-0.8725421965122223,-2.4382972240448,-2.8177871704101562,-6.519079208374023,-3.0409394264221192,-7.020007801055908,-0.003703927993774325,-7.114659309387207,-2.1305965900421144,-5.6199239730834964,-2.8322826623916626,6.5688153266906735,-4.613542795181274,-8.215750217437744,-2.985600996017456,-1.3762545585632324,-6.974600982666016,-6.278452205657959,-3.7461424827575684,-6.39518175125122,-5.12861213684082
042a6c838,-4.90905532836914,2.0519783735275268,-3.49708776473999,1.9634849786758424,-3.30379695892334,-3.6160991191864014,-6.768420124053955,-0.9377227842807769,-5.969754409790039,-3.6083096981048586,-4.510676765441895,-4.958147430419922,-2.1083596467971804,-1.2636487483978271,-2.5652421712875366,-3.5839189529418944,-3.272547745704651,-5.565718460083008,-4.360642433166504,-6.374031639099121,-5.361158752441407,-1.1779823303222656,-3.382677412033081,-3.9940114974975587
044173e0d,-4.206883430480957,-6.057309532165528,-3.714414358139038,0.40587761998176575,-5.1662900924682615,0.7655880510807037,-4.75396728515625,-1.8389748215675354,-5.879196453094482,-2.9424577236175535,-3.9937369346618654,-3.4954702854156494,-4.223588705062866,-5.190078544616699,-4.288807535171509,-3.631246328353882,-4.742379903793335,-4.256172466278076,-1.2756638944149017,-4.330376815795899,-2.3440988779067995,-6.4160079002380375,-2.872801327705383,-2.0302358627319337
04496d53a,-2.670839142799377,-4.873594951629639,-3.9756478309631347,0.1361735761165619,-4.608679866790771,-1.5672470092773438,-2.673020839691162,3.66406044960022,-4.1328432083129885,-2.841970920562744,-2.8119431018829344,-2.6040596961975098,-3.344962453842163,-4.396666717529297,-3.2146430015563965,-2.5901050567626953,2.5366912961006163,-3.015912389755249,-5.338416290283203,-3.5949796199798585,-1.7355481386184692,-6.056860256195068,-3.1482115745544434,-1.7596385478973389
0465bce22,-6.215115070343018,-4.6781360626220705,-5.493827438354492,-1.0799872696399688,-5.238728427886963,-2.241023635864258,-6.681149101257324,-2.1592363357543944,-7.223387050628662,-6.1274768829345705,-6.770970439910888,-4.6962097644805905,-6.35413703918457,-5.521941661834717,7.493228435516357,-1.6409252166748047,-7.5237024307250975,-7.058689308166504,-1.8754848241806035,-7.421499538421631,-5.177158164978027,-1.8021401524543763,-6.142883014678955,-5.958590793609619
047a7c4bf,-4.147982883453369,-4.348183822631836,-3.2984272956848146,1.883212423324585,-3.8704773426055907,6.1500468254089355,-2.5914190292358397,-2.636019504070282,-5.902023696899414,-2.2985105514526367,-2.8388277292251587,1.1364436984062194,-2.327005887031555,-4.992002201080322,-3.722152662277222,-4.569137668609619,-3.650894021987915,-4.62390627861023,-3.7208276271820067,-4.928507614135742,-4.2103221893310545,-5.029534149169923,-3.1318922519683836,8.492097091674804
048b0a17d,-2.803458738327026,-3.39573187828064,-3.6289631843566896,0.8292916715145111,-2.7112585067749024,3.7421168804168703,-2.522489857673645,-3.188282918930054,-4.8350990295410154,-2.840541648864746,-1.660136842727661,-2.826491689682007,-2.326939821243286,-5.447167110443115,-3.8255770683288572,-4.457765102386475,-4.10330491065979,-4.24280195236206,-0.37706254720687865,-3.6942177057266234,-3.828369140625,-4.422829532623291,-1.0737438678741456,11.075839805603028
