recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,0.2077336246944819,0.20684881375652567,0.17737554869730107,0.8449703302697243,0.14866279717483846,0.19081758062159768,0.10957214523178789,0.17976254482073284,0.11254456277837813,0.17612718782662717,0.0899436111308709,0.1664909285415444,0.6606193417998778,0.14505642398529975,0.27045172001821904,0.21815974839482863,0.1490188819569861,0.11311889689784009,0.6796742391139331,0.09569100790243354,0.15401336900691484,0.20645360634663978,0.14089793835844738,0.17224509332349106
003bc2cb2,0.08184088681244694,0.24613656458115932,0.1215825174217305,0.8198729309112415,0.1312311373317527,0.06835545811335628,0.06645022755454899,0.12253566909185763,0.07551952380351841,0.08987181247586747,0.08244467742040895,0.13646661556809328,0.14612790962707797,0.10502328431991675,0.20435008093215326,0.10341312862896908,1.0078529478176241,0.09512760762624362,0.2547497800391704,0.07898792934736579,0.07464664720454162,0.18821552655381713,0.0915093303750332,0.0668875027028281
0061c037e,0.27907217839281306,0.23156003453372392,0.17790437881071336,0.5785768051905424,0.15994378052779373,0.25093915600119676,0.14475738337515787,0.4322152049370165,0.13785814654902348,0.1800574539699452,0.183439040281361,0.28174618456605993,0.17241339383250892,0.16398151523338722,0.2205185499547016,0.18074499363322605,0.16895874120242016,0.24447342296346183,0.31492873491192436,0.1497313544341193,0.38072321839698975,0.2282544789327223,0.2012650082919279,0.3020886504686197
010eb14d3,0.9893687844036785,0.11442708675901794,0.08439451718790186,0.20278370141274457,0.08472206556298609,0.08116109115451373,0.04741115410480882,0.04206739945878141,0.6703704278988362,0.06611740791592775,0.04558721599708007,0.04859192187437724,0.1148779107064893,0.0805896422799534,0.08314496328726695,0.04863617194244102,0.0615365222818795,0.019726015693085717,0.634872465566673,0.052413745576308575,0.053288633949792025,0.17901600663719333,0.04928189707539186,0.07129869311025248
011318064,0.12804475252139605,0.2558433912947172,0.13560672555750997,0.8174680159579848,0.14675160032596646,0.11385592856396738,0.11456789659989068,0.17900809316147023,0.08438643842905409,0.1152495581780575,0.06971519003749208,0.16596716799242672,0.14476944732468955,0.1536999580533172,0.9424177432963188,0.6219182626351977,0.14200487995673655,0.08676444292468816,0.5608248033480956,0.07620128714344102,0.10200820393167548,0.23743675334851708,0.09268151527662102,0.085091075686266
01307e693,0.08938926458068133,0.26074328218835335,0.1344605373184869,0.9080563992754532,0.11424736333647686,0.10201414275436059,0.14632503437438912,0.8662987301339293,0.07682088810530147,0.13295430128699554,0.0983134570066078,0.3112110562316061,0.21050625326945271,0.17730820825567037,0.2251291666264398,0.892086533467884,0.17260314256770057,0.19705539538294006,0.31076440150331286,0.09006970903842186,0.1408467145902962,0.17218852796767298,0.13588641417650726,0.1763116727685073
013bd8b85,0.14163204142661534,0.17029807988105264,0.14386031889720666,0.8323476019905424,0.1727515102558748,0.18401180463547878,0.06635651268555663,0.15635061783438892,0.1098712429705867,0.1466727935484386,0.07479271411416925,0.11894418856479906,0.9688615687465459,0.4103285945711766,0.22512848603068036,0.14126702674009453,0.11949595384149299,0.06409959235202584,0.7093197033826668,0.07589681446276941,0.09982225914780328,0.20755061574297765,0.16137321281127007,0.17631812647189798
01812f522,0.0858598288846587,0.3033157452565148,0.10906185011033412,0.8726758816103125,0.1246546647575597,0.07363102346821493,0.0783299550822836,0.28234499915430566,0.06918863939851787,0.35093299867983535,0.08533085081601752,0.3020580125218063,0.17538752453801687,0.10493325642374093,0.20228385407975477,0.12146630123461531,0.597063189256563,0.9115528990543749,0.3350925113906768,0.09475660091115512,0.422694756940341,0.20091074944117765,0.10145263518711135,0.1414049043468128
019db5220,0.1732447083557031,0.14716478603366948,0.12222212361521423,0.7911720548916219,0.16607460860459788,0.9643555087197582,0.06357737483849975,0.18473976191336036,0.08270813059890356,0.09251498268143192,0.08324638962874949,0.1310892734559073,0.46810145086984883,0.14374588653307027,0.13293260584611122,0.08234365756198507,0.11153912712931757,0.05315280910673522,0.6542627348263078,0.07045813144335163,0.08671091140937348,0.1828979988889415,0.3701040855889554,1.0058106712862842
01bd97dd6,0.1711911832852261,0.17652015090701306,0.15840277663683575,0.85015995530243,0.229380991563446,0.14932757317906753,0.11873560236413218,0.20640584660560604,0.10512135951477719,0.1373114857511908,0.093765904478388,0.1593239579136295,0.864935047817584,0.15001970371137094,0.21534460441763206,0.12297294545665571,0.13556482649963886,0.12111881361450082,0.6204175188417899,0.08582762291177823,0.1128255103136547,0.24360085417097993,0.12779138060242784,0.2794460800896689
01d36def5,0.19567470149532967,0.18308793749440608,0.17270795127967317,0.6247804641276121,0.14318387088158605,0.7954306614780307,0.11916376432029269,0.690854341004537,0.1355657476015962,0.13318216925971738,0.17118224368553975,0.24692053085562612,0.14363786950831298,0.13147026452421207,0.1939330495029725,0.15367145915810176,0.18617280331701927,0.10294323880664381,0.36765387842543285,0.14860546295309815,0.14570407876537386,0.20454241242519855,0.18013761627733765,0.22023028144249104
01fefebcb,0.14065161675370735,0.2183180135575732,0.1517505008708232,0.9194596913529429,0.1335514149631033,0.22450187046811781,0.07711343791198483,0.19541607461055463,0.11442222191043329,0.14345378953791713,0.07669207611439821,0.1680997146556575,0.45004133777960637,0.14378760870979426,0.5379824694149464,0.20692333555591597,0.13823937981842788,0.10246666422309629,0.6556759599561293,0.0921074837754979,0.15041129774407994,0.19529933218388845,0.131353106094622,0.14052922560895093
0208fec47,0.07683940682734487,0.1409957470355148,0.09700270675407029,0.6376994737541102,0.0829639820119755,0.05478617708360385,0.09134873239794614,0.3003258451786889,0.0636450461454043,0.09058322618629233,0.09000892479362982,0.9090391112679201,0.061246869111482354,0.15611421070761097,0.22881355953434943,0.9808146871691323,0.13019064625780924,0.1464309056055163,0.2525090674583476,0.09153621357800967,0.12362306778633186,0.1321073846943301,0.08695112458616892,0.07413123145410912
0232841d4,0.11353353985807865,0.21034276030717672,0.0742571025443599,0.5157331306430486,0.09572308361822116,0.0682957371771987,0.05153804556986762,0.11524536716487126,0.06329006928453915,0.06648195482814537,0.04216476034003246,0.08808626880411403,0.0709039964176651,0.3282245028510834,0.9843547520492463,0.08816235050833723,0.050384314725779505,0.03517495684905196,0.6655790728703949,0.06248794937191473,0.06526692189056252,0.2738810570150628,0.047477374260197894,0.08286261630873235
02c30604d,0.11304489085714006,0.20279709958145847,0.15384182153965473,0.8649201453250354,0.11949194661520508,0.1152463801043735,0.18599729430734868,0.9082110543460049,0.09822015230398719,0.13752438734431546,0.11408484669541753,0.2623844734036939,0.17249438349553797,0.12191015186799964,0.22721214774120876,0.18912667596957672,0.2598079545330808,0.1144680996174299,0.2778945300397261,0.1086182236956543,0.1368215783493107,0.1958142862472772,0.8893304694423652,0.20400735259733005
02dbcc383,0.10763848745383962,0.13853745797752468,0.12362602645219915,0.7507003857884801,0.08409799346811062,0.08214214077982619,0.04228242659916859,0.09628906815939026,0.06510071503039246,0.0713106773407458,0.033124027609155844,0.07870008907465005,0.9878432259366817,0.08942377815854119,0.11277423864262648,0.06565324053391251,0.080371059535448,0.03693610290884906,0.6378207759834382,0.0460285054477966,0.06510393234813575,0.11266969581195523,0.08408220111150219,0.09866883373513737
0303dee3c,0.09236110947385405,0.6746743600289596,0.15476902712356835,0.7036958370341315,0.16039549549177157,0.08758045869625078,0.07562763691016149,0.24703348591788352,0.11499110160937925,0.08447979992070545,0.1185695846918399,0.13350424434345368,0.10432376158333,0.15775874269675738,0.965365813819075,0.09132595798680357,0.156443187361505,0.06988929371854812,0.29166748104526624,0.07258522870255556,0.08278496627334227,0.3044968484461527,0.08265814110916521,0.10815276007478264
034f46152,0.1525752924461656,0.18848593432664856,0.3459383125883953,0.8541989258270793,0.16445356326372762,0.3354562176882563,0.13027938883246187,0.2144892262670518,0.10703571280020555,0.1598233078930618,0.1047898472297661,0.18005641848135198,0.890902832022473,0.14629181965041768,0.17115987225592832,0.14368052447831497,0.21106244824320855,0.1471684140431934,0.3902382029763545,0.22036302940355618,0.12907087749677063,0.21256126935568623,0.14543667248662234,0.23964437270696687
037460d90,0.10288793525389717,0.5001265852358022,0.12256226321204537,0.8683943619499704,0.14736075755014624,0.10238078452609395,0.06746169081671294,0.16480417220215937,0.10559236080365442,0.12027269157318131,0.09118332052466549,0.15679374884973915,0.18447896884893694,0.17115879278241708,0.2387698221721226,0.11742755738547066,0.45081850231840337,0.10823780524750974,0.34272976504222197,0.08539056284807636,0.11197881656586463,0.29826831886947885,0.1134109960696781,0.09393031728429356
039395460,0.20402936792152274,0.7294539682487782,0.2108480508633397,0.8441959698939264,0.16025983446482997,0.2153428545339476,0.31224954704983315,0.2442021318272676,0.13997927062100318,0.23416635050598988,0.16251065258707603,0.2979549853290191,0.18219155718234784,0.1590750602700524,0.3135876052713812,0.19845558057487725,0.20188168655680655,0.26257321360263236,0.45805341714995407,0.19627375153398338,0.1947592191323352,0.23935364290205846,0.213219973976637,0.2395408479532709
039892ae3,0.13465139650993532,0.2882090877284722,0.15191943477371336,0.8172932892788967,0.10408943212249808,0.13153773938382188,0.1007806369059632,0.9432948635251668,0.09852679381096408,0.13869479878098714,0.09717615900949439,0.16999395251177057,0.22481159001691656,0.1347501723829859,0.2243353555182946,0.18584870772946804,0.4528388573257662,0.13615568092998168,0.26450023958051877,0.09195603216659257,0.15924343764875096,0.17311121446245895,0.12433367323749105,0.17414837434284489
